#,show_id,type,title,country,release_year,date_added,director,cast,rating,listed_in,description,duration,duration_hours
7107,s7109,Movie,최강전사 미니특공대 : 영웅의 탄생,,2018,2018-09-01 00:00:00,Young Jun Lee,"Um Sang-hyun, Yang Jeong-hwa, Jeon Tae-yeol, Shin Yong-woo, Lee So-young, So-yeon",TV-Y7,Children & Family Movies,"Miniforce, a special task force of elite rangers, takes on the Lizard Army to save Earth before it’s too late, in this prequel to the TV series.",68 min,1 hr 8 min
7108,s7110,Movie,Jaan-E-Mann: Let's Fall in Love... Again,India,2006,2019-12-31 00:00:00,Shirish Kunder,"Salman Khan, Akshay Kumar, Preity Zinta, Anupam Kher, Aman Verma, Javed Sheikh, Soni Razdan, Nawab Shah",TV-14,"Dramas, International Movies, Romantic Movies","To avoid alimony payments, an aspiring actor schemes for his ex-wife to marry an unlikely suitor, but soon realizes he may not be ready to lose her.",163 min,2 hr 43 min
7109,s7111,Movie,Jack and the Cuckoo-Clock Heart,"France, Belgium",2013,2017-02-08 00:00:00,"Mathias Malzieu, Stéphane Berla","Orlando Seale, Samantha Barks, Harry Sadeghi, Stephane Cornicard, Jessie Buckley, Sophia Ellis, Barbara Scaff, Michelle Fairley, Richard Ridings, Howard Samuels",PG,"Children & Family Movies, Music & Musicals","Equipped with a mechanical heart and determined to stay out of death's shadow, young Jack understands that love could prove fatal.",93 min,1 hr 33 min
7110,s7112,Movie,Jack of all Trades,Canada,2018,2019-07-16 00:00:00,"Harvey Glazer, Stuart Stone",,TV-MA,"Documentaries, Sports Movies","Once upon a time, baseball cards were as much an American pastime as the sport. But then scandal rocked the multi-million-dollar industry for good.",86 min,1 hr 26 min
7111,s7113,TV Show,Jack Taylor,"United States, Ireland",2016,2013-03-31 00:00:00,Stuart Orme,"Iain Glen, Killian Scott, Nora-Jane Noone, Tara Breathnach, Frank O'Sullivan",TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Ken Bruen's bestselling crime novels leap to life in this series of TV movies featuring Irish cop-turned-private-investigator Jack Taylor.,1 Season,1 Season
7112,s7114,Movie,Jackie Brown,United States,1997,2019-08-01 00:00:00,Quentin Tarantino,"Pam Grier, Samuel L. Jackson, Robert Forster, Bridget Fonda, Michael Keaton, Robert De Niro, Michael Bowen, Chris Tucker, LisaGay Hamilton, Tommy 'Tiny' Lister, Hattie Winston, Sid Haig",R,"Dramas, Thrillers","When an aging flight attendant's caught smuggling cash and forced to help with an investigation, she hatches a clever plan to make off with the dough.",154 min,2 hr 34 min
7113,s7115,Movie,Jackpot,Vietnam,2015,2018-10-06 00:00:00,Dustin Nguyen,"Chi Tai, Lan Ngoc, Dustin Nguyen, Thu Trang",TV-14,"Comedies, Dramas, International Movies",A lottery ticket salesperson faces an ethical dilemma after setting aside a soon-to-be winning ticket for a customer to pick up and pay for later.,92 min,1 hr 32 min
7114,s7116,Movie,Jail,India,2009,2019-12-31 00:00:00,Madhur Bhandarkar,"Neil Nitin Mukesh, Manoj Bajpayee, Mugdha Godse, Arya Babbar, Chetan Pandit, Rahul Singh, Navni Parihar, Manish Mehta",TV-14,"Dramas, International Movies","Incarcerated for a crime he didn’t commit, a young man must navigate the crowded, cut-throat environment of prison as he awaits trial.",132 min,2 hr 12 min
7115,s7117,Movie,Jake's Buccaneer Blast,,2014,2017-08-06 00:00:00,,"Megan Richie, Riley Thomas Stewart, Jadon Sand, David Arquette, Jeff Bennett, Corey Burton, Adam Wylie, Dee Bradley Baker",TV-Y,Movies,"Jake, Izzy, Cubby and Skully face off against the scheming Captain Hook in a race to find special treasures hidden all around Never Land.",22 min,0 hr 22 min
7116,s7118,Movie,Jal,India,2013,2017-10-15 00:00:00,Girish Malik,"Purab Kohli, Tannishtha Chatterjee, Kirti Kulhari, Yashpal Sharma, Mukul Dev, Saidah Jules, Ravi Gossain, Rahul Singh",TV-14,"Dramas, Independent Movies, International Movies",A gifted young man from a drought-stricken village helps a group of ecologists find water for migrating flamingoes.,132 min,2 hr 12 min
7117,s7119,Movie,Jalpari: The Desert Mermaid,India,2012,2018-05-19 00:00:00,Nila Madhab Panda,"Lehar Khan, Krishang Trivedi, Parvin Dabas, Suhasini Mulay, V.M. Badola, Tannishtha Chatterjee, Rahul Singh, Harsh Mayar",TV-14,"Dramas, Independent Movies, International Movies","When they travel to their father's ancestral village, city kids expecting a natural paradise instead find a poor, dusty town that harbors secrets.",94 min,1 hr 34 min
7118,s7120,Movie,Janaan,Pakistan,2016,2017-09-15 00:00:00,Azfar Jafri,"Armeena Rana Khan, Bilal Ashraf, Ali Rehman Khan, Hania Aamir, Usman Mukhtar, Nayyar Ejaz",TV-14,"Comedies, Dramas, International Movies","After 11 years in Canada, young Meena returns to her native Pakistan for a family wedding and becomes romantically entangled with an adopted cousin.",132 min,2 hr 12 min
7119,s7121,TV Show,Japanese Style Originator,Japan,2008,2017-05-01 00:00:00,,"Takeo Chii, Hisako Manda, Takahiro Azuma, Kazuya Masuda",TV-G,"International TV Shows, Stand-Up Comedy & Talk Shows","Find out everything there is to know about Japanese tradition, from food to culture to objects and arts, and the people who are continuing it today.",1 Season,1 Season
7120,s7122,Movie,Jay and Silent Bob Strike Back,United States,2001,2019-01-01 00:00:00,Kevin Smith,"Jason Mewes, Kevin Smith, Ben Affleck, Jeff Anderson, Brian O'Halloran, Shannon Elizabeth, Eliza Dushku, Ali Larter, Jennifer Schwalbach, Will Ferrell, Jason Lee",R,"Comedies, Cult Movies","Jay and Silent Bob's comic book alter egos have been sold to Hollywood without permission, so they head to Tinseltown to sabotage the production.",105 min,1 hr 45 min
7121,s7123,Movie,Jealousy and medicine,Poland,1973,2019-10-01 00:00:00,Janusz Majewski,"Mariusz Dmochowski, Ewa Krzyżewska, Włodzimierz Boruński, Andrzej Mrowiec, Józef Rosiński, Piotr Kąkolewski, Beata Nowicka, Edmund Fetting, Grażyna Staniszewska, Andrzej Łapicki",TV-MA,"Dramas, International Movies, Romantic Movies","Tormented by mistrust, a businessman hires a cagey tailor to track his wife's whereabouts with her doctor only to send his mind further down an abyss.",97 min,1 hr 37 min
7122,s7124,TV Show,Jeopardy!,United States,2019,2020-12-18 00:00:00,,Alex Trebek,TV-G,Reality TV,"Alex Trebek hosts one of TV's longest-running game shows, where a trio of players buzz in with their knowledge of history, arts, pop culture and more.",2 Seasons,2 Seasons
7123,s7125,Movie,Jeremy Scott: The People's Designer,United States,2015,2016-04-01 00:00:00,Vlad Yudin,Jeremy Scott,PG-13,Documentaries,The journey of fashion designer Jeremy Scott from humble roots on a Missouri farm to creative director of Moschino is charted in this documentary.,109 min,1 hr 49 min
7124,s7126,TV Show,Jericho,United States,2008,2017-08-16 00:00:00,,"Skeet Ulrich, Lennie James, Ashley Scott, Kenneth Mitchell, Brad Beyer, April Parker-Jones, Alicia Coppola, Pamela Reed, Bob Stephenson, Gerald McRaney, Clare Carey, Richard Speight Jr., Michael Gaston, Erik Knudsen, Shoshannah Stern, Sprague Grayden",TV-14,"Classic & Cult TV, TV Action & Adventure, TV Dramas","Jake returns to his Kansas town to collect an inheritance, but a nuclear blast cuts off the outside world and makes him a reluctant leader amid chaos.",2 Seasons,2 Seasons
7125,s7127,Movie,Jersey Boys,United States,2014,2019-01-01 00:00:00,Clint Eastwood,"John Lloyd Young, Erich Bergen, Michael Lomenda, Vincent Piazza, Christopher Walken, Mike Doyle, Renée Marino, Erica Piccininni, Joey Russo, Donnie Kehr, Katherine Narducci, Steve Schirripa",R,"Dramas, Music & Musicals","Adapted from the hit Broadway musical, this nostalgic look at the Four Seasons and their bumpy offstage lives stretches across four decades.",134 min,2 hr 14 min
7126,s7128,Movie,Jesus: Countdown to Calvary,"Ireland, United States, France",2018,2019-04-01 00:00:00,Gerry Hoban,Hugh Bonneville,TV-14,"Documentaries, Faith & Spirituality",Host Hugh Bonneville traces Jesus' last days to learn how the execution of an itinerant Jewish preacher had an immense impact on society.,53 min,0 hr 53 min
7127,s7129,Movie,Jewel's Catch One,United States,2016,2018-05-01 00:00:00,C. Fitz,Jewel Thais-Williams,TV-MA,"Documentaries, LGBTQ Movies","The story of famed L.A. nightclub Catch One and owner Jewel Thais-Williams, who defied all odds and provided a safe space for black LGBT communities.",84 min,1 hr 24 min
7128,s7130,TV Show,Jhansi Ki Rani,India,2009,2017-06-01 00:00:00,,"Ulka Gupta, Sameer Dharmadhikari, Amit Pachori, Shailesh Dattar, Aruna Irani",TV-14,"International TV Shows, TV Dramas","In British-ruled, 19th-century India, a 14-year-old girl trains as a warrior and becomes a devoted crusader in her country's fight for independence.",1 Season,1 Season
7129,s7131,Movie,Jimi Hendrix,United States,1973,2019-11-01 00:00:00,Joe Boyd,"Jimi Hendrix, Eric Clapton, Billy Cox",R,"Documentaries, Music & Musicals","Jimi Hendrix's family, friends, and fellow musicians discuss his life and influence. Hendrix also appears in classic performance footage.",102 min,1 hr 42 min
7130,s7132,TV Show,JingleKids,Russia,2017,2019-04-01 00:00:00,,,TV-Y7,Kids' TV,"In a magical wonderland, merry children and their furry friends explore their unique hobbies while making eye-opening discoveries through adventures.",1 Season,1 Season
7131,s7133,Movie,Jiro Dreams of Sushi,United States,2011,2019-06-05 00:00:00,David Gelb,Jiro Ono,PG,Documentaries,"This documentary profiles sushi chef Jiro Ono, an 85-year-old master whose 10-seat, $300-a-plate restaurant is legendary among Tokyo foodies.",79 min,1 hr 19 min
7132,s7134,Movie,Jis Desh Men Ganga Behti Hai,,1960,2019-12-31 00:00:00,Radhu Karmakar,"Raj Kapoor, Padmini, Pran, Chanchal, Lalita Pawar, Raj Mehra, Tiwari, Nana Palsikar, Nayampally, Sulochana Chatterjee",TV-14,"Action & Adventure, Dramas, International Movies","Falling in with a band of outlaws during a holy pilgrimage, a country boy tries to change their violent ways ahead of a showdown with the authorities.",181 min,3 hr 1 min
7133,s7135,Movie,Joe Cocker: Mad Dog with Soul,United Kingdom,2017,2017-04-01 00:00:00,John Edginton,,TV-14,"Documentaries, International Movies, Music & Musicals","From his star turn at Woodstock to his battles with addiction, this film chronicles the stormy life and unique talent of soulful singer Joe Cocker.",90 min,1 hr 30 min
7134,s7136,Movie,John & Jane,India,2005,2016-08-15 00:00:00,Ashim Ahluwalia,,TV-14,"Documentaries, International Movies",Truth and fiction blend in this quasi-documentary about six exhausted workers at a Mumbai call center servicing U.S. customers.,79 min,1 hr 19 min
7135,s7137,Movie,John Carter,United States,2012,2019-05-02 00:00:00,Andrew Stanton,"Taylor Kitsch, Lynn Collins, Samantha Morton, Willem Dafoe, Thomas Haden Church, Mark Strong, Ciarán Hinds, Dominic West, James Purefoy, Bryan Cranston, Polly Walker, Daryl Sabara, Art Malik, Eileen Page, Amanda Clayton, Davood Ghadami, Daniel O'Meara, Jill Baker, Josh Daugherty, Oliver Boot, Philip Arditti, Arkie Reece, Joe Billingiere, Don Stark, Darwin Shaw, Figs Jackman, David Schwimmer, Emma Clifford, Christopher Goodman, Cate Fowler, Sean Carrigan, Dusty Sorg, Steven Cree, Phil Cheadle, Holly Weston, Nicholas Woodeson, Rupert Frazer, Edmund Kente",PG-13,"Action & Adventure, Sci-Fi & Fantasy","One minute, Civil War veteran John Carter is evading Apaches; the next, he's waking up on Mars, a once-fruitful planet that's devolved into chaos.",133 min,2 hr 13 min
7136,s7138,Movie,John Day,India,2013,2019-12-31 00:00:00,Ahishor Solomon,"Naseeruddin Shah, Randeep Hooda, Shernaz Patel, Elena Kazan, Sharat Saxena, Vipin Sharma, Denzil Smith, Kenneth Desai, Sushil Pandey",TV-MA,"International Movies, Thrillers","A bank manager and his wife, still grieving over their daughter who died in a fire, become pawns in a bank heist with ties to corruption and fraud.",125 min,2 hr 5 min
7137,s7139,Movie,John Mellencamp: Plain Spoken,,2017,2018-02-01 00:00:00,,John Mellencamp,TV-MA,"Documentaries, Music & Musicals",Iconic rocker John Mellencamp lights up Chicago in an electrifying live performance featuring old classics and new tracks.,80 min,1 hr 20 min
7138,s7140,Movie,Jonathan,United States,2018,2019-04-16 00:00:00,Bill Oliver,"Ansel Elgort, Suki Waterhouse, Douglas Hodge, Patricia Clarkson, Matt Bomer, Souleymane Sy Savane, Shunori Ramanathan, Joe Egender",TV-MA,"Dramas, Independent Movies, Sci-Fi & Fantasy","Two siblings share a body, each getting it for 12 hours a day. But when one of them breaks the rules, their whole way of life comes crashing down.",101 min,1 hr 41 min
7139,s7141,TV Show,Jonathan Strange & Mr Norrell,United Kingdom,2015,2016-08-25 00:00:00,Toby Haynes,"Eddie Marsan, Bertie Carvel, Marc Warren, Charlotte Riley, Alice Englert, Samuel West, Enzo Cilenti, Paul Kaye, Edward Hogg, Ariyon Bakare",TV-14,"British TV Shows, TV Dramas, TV Sci-Fi & Fantasy","In 1806, ambitious magician Norrell leads a revival of practical magic in England and ignites a fierce rivalry with bold young conjurer Strange.",1 Season,1 Season
7140,s7142,Movie,Jora 10 Numbaria,India,2017,2018-01-01 00:00:00,Amardeep Singh Gill,"Deep Sidhu, Dharmendra, Ashish Duggal, Aman Hundal, Pali Sidhu, Mukesh Tiwari, Mukul Dev",TV-MA,"Action & Adventure, International Movies","The wounds of a traumatic childhood and a corrupt, unjust system push a young man into becoming a cold-blooded, ruthless gangster.",135 min,2 hr 15 min
7141,s7143,TV Show,Juana Brava,Chile,2015,2017-03-20 00:00:00,,"Elisa Zulueta, Alejandro Trejo, Lucas Balmaceda, Gastón Salgado, Nelson Brodt, Emilia Noguera, Daniel Guillón, Ángela Lineros",TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas","After many years away, a woman returns to her hometown, where her mayor father presides over a corrupt, lawless and rundown municipality.",1 Season,1 Season
7142,s7144,TV Show,Juana Inés,Mexico,2016,2017-01-27 00:00:00,,"Arcelia Ramírez, Arantza Ruiz, Hernán Del Riego, Margarita Sanz, Lisa Owen, Yolanda Corrales, Carlos Valencia, Mauricio Isaac, Pedro de Tavira Egurrola, Emilio Savinni, Néstor Galván, Paulina Matos, Alberto Collado, Rocío García, Luis Maya, Clementina Guadarrama",TV-14,"International TV Shows, Spanish-Language TV Shows, TV Dramas","Juana Inés de la Cruz, a powerful feminist nun involved in a forbidden love affair with a woman, faces oppression in 17th-century Mexico.",1 Season,1 Season
7143,s7145,Movie,Judwaa,India,1997,2019-12-31 00:00:00,David Dhawan,"Salman Khan, Karisma Kapoor, Rambha, Kader Khan, Anupam Kher, Shakti Kapoor, Bindu, Reema Lagoo, Satish Shah, Mukesh Rishi",TV-14,"Comedies, International Movies, Romantic Movies","Separated at birth, a pair of identical twins unexpectedly reunite as adults and embark on a madcap mission to take down a common enemy from their past.",133 min,2 hr 13 min
7144,s7146,Movie,Judy Moody and the Not Bummer Summer,United States,2011,2019-08-08 00:00:00,John Schultz,"Jordana Beatty, Heather Graham, Parris Mosteller, Preston Bailey, Kristoffer Ryan Winters, Garrett Ryan, Jaleel White, Ashley Boettcher, Taylar Hender, Cameron Boyce, Jenica Bergere, Janet Varney",PG,"Children & Family Movies, Comedies","In this family film, never-dull third-grader Judy Moody embarks on a summer adventure with her brother, Stink, and always-up-for-fun Aunt Opal.",91 min,1 hr 31 min
7145,s7147,Movie,Jugaad,,2017,2018-09-15 00:00:00,Susannah Heath-Eves,,TV-14,Documentaries,"Following the stories of five diverse individuals, this documentary offers a glimpse into the indomitable tenacity of several Mumbai residents.",52 min,0 hr 52 min
7146,s7148,Movie,Julie & Julia,United States,2009,2021-01-01 00:00:00,Nora Ephron,"Meryl Streep, Amy Adams, Stanley Tucci, Chris Messina, Linda Emond, Helen Carey, Mary Lynn Rajskub, Jane Lynch, Joan Juliet Buck",PG-13,"Comedies, Dramas","In this heartwarming tale, Julie Powell decides to spice up her uneventful life by cooking all 524 recipes outlined in Julia Child's classic cookbook.",123 min,2 hr 3 min
7147,s7149,TV Show,Julius Jr.,United States,2014,2015-11-03 00:00:00,,"Elizabeth Daily, Julie Lemieux, Athena Karkanis, Benjamin Israel, Stephanie Lynn Robinson",TV-Y,Kids' TV,Paul Frank's fun artwork comes to life in this show that follows monkey Julius Jr. and his friends as they explore the world and help each other out.,2 Seasons,2 Seasons
7148,s7150,Movie,Jumping the Broom,United States,2011,2020-11-01 00:00:00,Salim Akil,"Angela Bassett, Paula Patton, Laz Alonso, Loretta Devine, Meagan Good, Tasha Smith, Julie Bowen, DeRay Davis, Valarie Pettiford, Pooch Hall, Tenika Davis, T.D. Jakes, Mike Epps, Romeo Miller, Marguerite McNeil, El DeBarge, Brian Stokes Mitchell, Gary Dourdan",PG-13,"Comedies, Romantic Movies","After a whirlwind romance, a couple rushes to say ""I do"" at the bride's family estate on Martha's Vineyard, where their relations meet — and clash.",113 min,1 hr 53 min
7149,s7151,Movie,Junebug,United States,2005,2019-03-01 00:00:00,Phil Morrison,"Amy Adams, Embeth Davidtz, Ben McKenzie, Alessandro Nivola, Frank Hoyt Taylor, Celia Weston, Scott Wilson, Jill Wagner, Victoria Jackson, Chuck Russell, Jerry Minor, Matt Besser",R,"Comedies, Dramas, Independent Movies","When a big-city art dealer travels to North Carolina to meet her new husband's small-town family, their trip gives rise to a multitude of problems.",107 min,1 hr 47 min
7150,s7152,Movie,Jupiter Ascending,"United States, Australia",2015,2019-08-01 00:00:00,"Lana Wachowski, Lilly Wachowski","Mila Kunis, Channing Tatum, Sean Bean, Eddie Redmayne, Douglas Booth, Tuppence Middleton, Nikki Amuka-Bird, Christina Cole, James D'Arcy, Gugu Mbatha-Raw",PG-13,"Action & Adventure, Sci-Fi & Fantasy",A young impoverished woman learns she's been predestined to change the fate of the universe after a genetically engineered hunter tracks her down.,128 min,2 hr 8 min
7151,s7153,Movie,Just Friends,"Germany, United States, Canada",2005,2019-09-01 00:00:00,Roger Kumble,"Anna Faris, Ty Olsson, Julie Hagerty, Amy Smart, Chris Marquette, Fred Ewanuick, Amy Matysio, Chris Klein, Ryan Reynolds, Stephen Root",PG-13,"Comedies, Romantic Movies","Years after high school, a once-portly nice guy comes home for the holidays and reunites with a former crush he still has feelings for.",94 min,1 hr 34 min
7152,s7154,Movie,"Justice, My Foot!",Hong Kong,1992,2018-08-31 00:00:00,Johnnie To,"Stephen Chow, Anita Mui, Carrie Ng, Wai Ai, Benjamin Chan, Ka Sang Cheung, Wing Cho, Paul Chun, Eddy Ko, Chi Ming Lau",TV-14,"Action & Adventure, Comedies, International Movies",Slick lawyer Sung fears he's been cursed with bad karma and considers giving up his practice – until he's approached by a widow accused of murder.,95 min,1 hr 35 min
7153,s7155,Movie,Justin Bieber: Never Say Never,United States,2011,2018-01-01 00:00:00,Jon M. Chu,"Justin Bieber, Ludacris, Usher Raymond, Jaden Smith, Miley Cyrus, Sean Kingston, Boyz II Men",G,"Documentaries, Music & Musicals","Teen idol Justin Bieber provides personal snapshots from throughout his career, culminating with scenes from his triumphant 2010 concert tour.",106 min,1 hr 46 min
7154,s7156,TV Show,K,Japan,2012,2016-12-01 00:00:00,,"Daisuke Namikawa, Daisuke Ono, Mikako Komatsu, Kenjiro Tsuda, Tomokazu Sugita, Yui Horie, Takahiro Sakurai, Jun Fukuyama, Yuichi Nakamura, Miyuki Sawashiro, Mamoru Miyano, Satomi Sato, Yuki Kaji, Tetsuya Kakihara, Shozo Iizuka",TV-MA,"Anime Series, Crime TV Shows, International TV Shows","A young boy is wanted for a crime he has no recollection of committing and must go on the run, hunted by two powerful kings and their forces.",1 Season,1 Season
7155,s7157,Movie,K-19: The Widowmaker,"United Kingdom, Germany, Canada, United States",2002,2019-11-21 00:00:00,Kathryn Bigelow,"Harrison Ford, Liam Neeson, Peter Sarsgaard, Sam Spruell, Joss Ackland, Peter Stebbings, Christian Camargo, Sam Redford, John Shrapnel, Donald Sumpter",PG-13,"Action & Adventure, Dramas","On board Russia's first nuclear ballistic submarine, Capt. Vostrikov must race against time to prevent a Chernobyl-like explosion.",138 min,2 hr 18 min
7156,s7158,TV Show,Kaçak,Turkey,2013,2016-12-26 00:00:00,,"Gürkan Uygun, Mustafa Avkıran, Berk Hakman, Begüm Birgören, Özlem Yılmaz, Yağmur Tanrısevsin, İnanç Konukçu, Hasan Küçükçetin, Metin Coşkun, Selda Özer, Yağız Atakan Savaş, Burak Deniz, Cengiz Sezici, Haluk Bilginer, Tuğba Melis Türk",TV-14,"Crime TV Shows, International TV Shows, TV Action & Adventure",A cop who killed a mobster's son and fled to a small town with a changed identity finds his quiet new life disrupted when he becomes a local hero.,1 Season,1 Season
7157,s7159,Movie,Kaabil,India,2017,2017-06-25 00:00:00,Sanjay Gupta,"Hrithik Roshan, Yami Gautam, Ronit Roy, Rohit Roy, Narendra Jha, Girish Kulkarni, Sahidur Rahaman, Suresh Menon",TV-14,"Dramas, International Movies","The happy life of a young blind couple is shattered when the wife is raped and corrupt police won't help, sending the husband on a quest for revenge.",139 min,2 hr 19 min
7158,s7160,Movie,Kaakan,India,2015,2018-03-01 00:00:00,Kranti Redkar,"Jitendra Joshi, Urmila Kanitkar, Ashutosh Gaikwad, Ashok Shinde, Madhavi Juvekar",TV-PG,"Dramas, International Movies, Romantic Movies","Star-crossed lovers from different social strata struggle to overcome differences in class and family expectation, as well as a long separation.",132 min,2 hr 12 min
7159,s7161,Movie,Kaalia,India,1981,2019-12-31 00:00:00,Tinnu Anand,"Amitabh Bachchan, Asha Parekh, Parveen Babi, Amjad Khan, Pran, K.N. Singh, Sajjan, Murad, Kader Khan, Jagdeep",TV-14,"Action & Adventure, Dramas, International Movies","Jailed for robbing his brother’s unscrupulous employer, a simpleton has a transformation while in prison, emerging with a violent mission for revenge.",173 min,2 hr 53 min
7160,s7162,Movie,Kaaliyan,India,2017,2018-08-01 00:00:00,Jijo Pancode,"Tini Tom, Meghanathan, Balachandran Chullikadu, Shivaji Guruvayoor, Kottayam Purushan, Nithin George, Grace Antony, Shalu",TV-PG,"Dramas, International Movies","An aggressive, wayward fisherman abandons his wife and daughters, who grow up to face the consequences of their father's mistakes.",105 min,1 hr 45 min
7161,s7163,Movie,Kabali (Hindi Version),India,2016,2017-12-15 00:00:00,Pa. Ranjith,"Rajnikanth, Winston Chao, Radhika Apte, Nassar, Dhansika, Kalaiyarasan, Dinesh, John Vijay, Kishore Kumar G., Riythvika",TV-MA,"Action & Adventure, Dramas, International Movies","In this Hindi version of the Tamil blockbuster, a Tamil gang leader in Kuala Lumpur seeks justice for crimes committed against him and his family.",148 min,2 hr 28 min
7162,s7164,Movie,Kacche Dhaagey,India,2016,2017-11-01 00:00:00,Buta Singh,"Yograj Singh, Nitu Pandher, Deep Mandian, Shreya Chawla, Jagpal Singh Chahal, Jyoti Sharma, Janak Joshi, Karan Vinayak",TV-14,"Dramas, International Movies, Romantic Movies","While visiting India for her cousin's wedding, a Canadian girl develops strong feelings for a boy from a lower caste.",120 min,2 hr 0 min
7163,s7165,Movie,Kahlil Gibran's The Prophet,"United States, France, Canada, Lebanon, Qatar",2014,2017-10-01 00:00:00,"Roger Allers, Gaëtan Brizzi, Paul Brizzi, Joan C. Gratz, Mohammed Saeed Harib, Tomm Moore, Nina Paley, Bill Plympton, Joann Sfar, Michael Socha","Liam Neeson, Salma Hayek, John Krasinski, Frank Langella, Alfred Molina, John Rhys-Davies, Quvenzhané Wallis",PG,"Children & Family Movies, Dramas",A troubled young girl and her mother find solace on a journey with a subversive poet whose words captivate their hearts and imaginations.,85 min,1 hr 25 min
7164,s7166,Movie,Kajraare,India,2010,2017-10-22 00:00:00,Pooja Bhatt,"Himesh Reshammiya, Sara Loren, Amrita Singh, Gulshan Grover, Javed Sheikh, Adnan Shah, Natasha Sinha, Gaurav Chanana, Anupam Shyam",TV-14,"Dramas, International Movies, Music & Musicals","A popular singer on the run poses as a bartender and falls in love with a prostitute, but their love is threatened by a violent incident in his past.",113 min,1 hr 53 min
7165,s7167,Movie,Kaleidoscope,United Kingdom,2016,2018-05-08 00:00:00,Rupert Jones,"Toby Jones, Anne Reid, Sinead Matthews, Cecilia Noble, Karl Johnson, Frederick Schmidt, Deborah Findlay, Manjinder Virk",TV-MA,Thrillers,A quiet ex-con's tenuous grip on reality starts to slip when his manipulative mother brings out a part of him he hoped to leave behind.,99 min,1 hr 39 min
7166,s7168,Movie,Kalki,India,2017,2018-03-01 00:00:00,Dhilip Kumar,"Kishore Kumar G., Yasmin Ponnappa, Mithraboomi Saravanan",TV-14,"Dramas, Independent Movies, International Movies",A scientist trying to solve one of the universe's greatest puzzles begins a romance with a much younger colleague that's haunted by a dark secret.,41 min,0 hr 41 min
7167,s7169,Movie,Kanika,India,2017,2018-03-01 00:00:00,,"Sharad Ponkshe, Smita Shewale",TV-14,"Horror Movies, International Movies, Thrillers",A doctor and his colleagues who use sex-determination testing for unethical ends face retribution from a supernatural victim who seeks vengeance.,110 min,1 hr 50 min
7168,s7170,Movie,Karzzzz,India,2008,2017-10-22 00:00:00,Satish Kaushik,"Himesh Reshammiya, Urmila Matondkar, Shweta Kumar, Dino Morea, Raj Babbar, Danny Denzongpa, Gulshan Grover, Rohini Hattangadi, Asrani, Smita Bansal",TV-14,"International Movies, Music & Musicals, Romantic Movies","When flashbacks reveal that he's the reincarnation of a man murdered by his wife, rock star Monty sets out to get revenge for the decades-old crime.",137 min,2 hr 17 min
7169,s7171,Movie,Kate & Leopold,United States,2001,2020-01-01 00:00:00,James Mangold,"Meg Ryan, Hugh Jackman, Liev Schreiber, Breckin Meyer, Natasha Lyonne, Bradley Whitford, Paxton Whitehead, Spalding Gray, Josh Stamberg, Matthew Sussman",PG-13,"Comedies, Romantic Movies",A present-day woman takes responsibility for guiding a charming time-traveling 19th-century nobleman through the 21st century.,118 min,1 hr 58 min
7170,s7172,Movie,Katha,India,1982,2019-12-31 00:00:00,Sai Paranjape,"Farooq Shaikh, Naseeruddin Shah, Deepti Naval, Veeni Paranjape Joglekar, Mallika Sarabhai, Arun Joglekar",TV-PG,"Comedies, Dramas, Independent Movies","Secretly in love with his neighbor, a mild-mannered clerk is heartbroken when his much bolder, more charming friend wins her heart instead.",140 min,2 hr 20 min
7171,s7173,Movie,Katt Williams: Live,United States,2006,2018-07-19 00:00:00,Alphonso J. Wesson,Katt Williams,NR,Stand-Up Comedy,"Outspoken comedian Katt Williams pokes fun at a variety of topics, including sex, relationships, parenthood and trying to make it as an entertainer.",85 min,1 hr 25 min
7172,s7174,Movie,Kaviyude Osyath,India,2017,2018-07-01 00:00:00,Vineeth Anil,"Prakash Bare, Arun Kumar, Kulappulli Leela, Sangeetha Mohan, Kochu Preman",TV-14,"Dramas, International Movies","When a late poet leaves behind his property to a young man, the man's brother suspects the poet may have been more than just a family friend.",116 min,1 hr 56 min
7173,s7175,Movie,Kay Dyache Bola,India,2005,2018-01-01 00:00:00,Chandrakant Kulkarni,"Makarand Anaspure, Akshay Pendse, Umesh Kamat, Sharvari Jamenis, Sachin Khedekar, Arun Nalawade, Mohan Agashe, Nirmiti Sawant, Sanjay Mone, Amita Khopkar, Pushkar Shrotri, Ganesh Yadav",TV-14,"Comedies, Dramas, International Movies","Wrongfully accused of murder, two students' last hope lies with their defense attorney, an inexperienced bumbler who's never even tried a case.",133 min,2 hr 13 min
7174,s7176,TV Show,Ken Burns: The Civil War,United States,1990,2017-02-22 00:00:00,Ken Burns,"Sam Waterston, Julie Harris, Jason Robards, Morgan Freeman, Paul Roebling, Garrison Keillor, George Black, David McCullough, Arthur Miller, Christopher Murney, Charles McDowell, Horton Foote, George Plimpton, Philip Bosco, Terry Courier, Jody Powell, Studs Terkel",TV-14,Docuseries,"Ken Burns's documentary depicts the action of famous Civil War battles, and relates the stories of soldiers, generals and a beleaguered president.",1 Season,1 Season
